id,rating,genre,director,writer,theater_date,runtime,rating_10_point,fresh
1859,R,Action and Adventure|Drama,Andrzej Bartkowiak,unknown,2003-02-28,99,5.0,0.0
1860,NR,Classics|Western,Sam Peckinpah,unknown,,94,7.9,1.0
1861,R,Art House and International|Horror|Science Fiction and Fantasy,Harry Bromley Davenport,Harry Bromley Davenport,1983-01-01,80,5.2,0.0
1862,PG-13,Drama|Musical and Performing Arts|Special Interest,Benson Lee,unknown,2013-09-20,109,4.6,0.0
1863,NR,Comedy|Drama,Gerald Thomas,Patrick Cargill|Norman Hudis,,86,6.1,0.0
1864,NR,Drama,Jackie Earle Haley,Robert Lowell,2015-11-20,94,6.2,0.0
1865,R,Drama,Craig Brewer,Craig Brewer,2007-03-02,115,6.5,1.0
1866,NR,Classics|Comedy|Drama|Romance,David Lean,unknown,1955-06-21,98,7.1,1.0
1867,G,Action and Adventure|Classics|Drama|Western,John Ford|Henry Hathaway|George Marshall|Richard Thorpe,unknown,1963-02-20,180,7.0,1.0
1869,R,Action and Adventure,unknown,unknown,,81,6.2,1.0
1870,R,Horror,Steve Miner,Ron Kurz|Ron Kurtz,1981-05-01,87,4.5,0.0
1871,R,Drama,Francis Ford Coppola,Ronald Bass,1987-05-08,112,5.5,0.0
1873,R,Horror,unknown,unknown,1983-09-23,90,4.6,0.0
1874,R,Horror,Sompote Sands,unknown,,91,6.2,1.0
1875,PG-13,Comedy,Jason Bloom|James Bloom,unknown,1998-01-01,87,6.2,1.0
1876,NR,Art House and International|Drama,Ann Hui,Ivy Ho,2003-01-01,103,5.8,0.0
1877,PG-13,Action and Adventure|Comedy|Drama,Peter Berg,Vincent Gilligan|Vince Gilligan|Vy Vincent Ngo,2008-06-16,92,5.9,0.0
1879,PG,Art House and International|Drama|Faith and Spirituality,Mary McGuckian,Mary McGuckian,2005-06-10,120,6.2,1.0
1880,R,Horror|Mystery and Suspense,Kevin Tenney,Kevin Tenney,1986-12-31,98,5.3,0.0
1881,PG,Comedy|Drama|Science Fiction and Fantasy,Chris Columbus,Nicholas Kazan,1999-12-17,131,5.9,0.0
1882,PG,Animation|Comedy|Kids and Family|Science Fiction and Fantasy,Phil Johnston|Rich Moore,Phil Johnston|Pamela Ribon,,114,6.9,1.0
1883,PG,Action and Adventure|Drama|Mystery and Suspense,Michael Winner,unknown,1973-04-19,114,6.2,1.0
1884,PG-13,Comedy,David Zucker,Craig Mazin|David Zucker,2006-04-14,83,5.2,0.0
1885,NR,Action and Adventure|Science Fiction and Fantasy,Nathan Juran,Nigel Kneale|Jan Read,1964-11-20,103,6.1,1.0
1886,PG,Action and Adventure|Drama,Ron Howard,Al Reinert|William Broyles,1995-06-30,140,7.3,1.0
1888,R,Horror,Marc Ickx,unknown,2002-04-14,92,6.2,1.0
1889,PG,Drama,Milos Forman,unknown,1981-11-20,155,7.3,1.0
1890,R,Animation|Comedy,Conrad Vernon|Greg Tiernan,Kyle Hunter|Ariel Shaffir|Seth Rogen|Evan Goldberg,2016-08-12,89,6.6,1.0
1891,NR,Action and Adventure|Art House and International|Drama,Seijun Suzuki,unknown,1966-04-10,89,6.5,1.0
1892,PG,Action and Adventure|Drama|Mystery and Suspense,Steven Spielberg,Howard Sackler|Carl Gottlieb|Peter Benchley,1975-06-01,124,8.0,1.0
1894,R,Art House and International|Drama|Romance,Karel Reisz,Harold Pinter,1981-08-01,127,7.2,1.0
1896,PG,Action and Adventure|Drama|Science Fiction and Fantasy,Richard Marquand,George Lucas|Lawrence Kasdan,1983-05-25,133,6.2,1.0
1897,NR,Comedy,Jonah Tulis,unknown,,92,4.0,0.0
1898,R,Action and Adventure|Art House and International|Drama,Daniel Lee,Daniel Lee,2015-09-04,103,5.0,0.0
1899,PG,Comedy|Horror|Science Fiction and Fantasy,Tim Burton,Warren Skaaren|Michael McDowell|Larry Wilson|Michael Bender,1988-03-30,93,6.9,1.0
1900,R,Action and Adventure|Drama,Rick Cluchey,unknown,,60,6.2,1.0
1901,R,Action and Adventure|Art House and International|Drama|Mystery and Suspense,Bharat Nalluri,Samuel Vincent|Jonathan Brackley|Sam Vincent,2015-12-04,104,6.2,1.0
1902,NR,Horror|Mystery and Suspense,Robert Day,unknown,1958-07-03,78,6.2,1.0
1903,R,Action and Adventure|Science Fiction and Fantasy,Simon Hunter,Philip Eisner,2008-08-07,111,4.3,0.0
1905,R,Art House and International|Comedy|Drama,Jasmin Dizdar|Jasmine Bizdar,Jasmin Dizdar,2000-02-18,109,6.7,1.0
1907,PG-13,Animation|Science Fiction and Fantasy,Hironobu Sakaguchi|Motonori Sakakibara|Jack Fletcher,Hironobu Sakaguchi|Al Reinert|Jeff Vintar,2001-07-11,106,6.1,0.0
1908,NR,Science Fiction and Fantasy|Romance,John Krish,unknown,,75,6.2,1.0
1910,R,Drama,Nadine Labaki,Nadine Labaki|Jihad Hojeily|Michelle Kesrouani,,123,6.6,1.0
1911,PG,Classics|Drama|Mystery and Suspense,Sidney Lumet,Lawrence Sanders|Frank Pierson,1971-06-17,95,6.2,1.0
1912,PG,Comedy,Bill Duke,James Orr|Jim Cruickshank|Judi Ann Mason|James Cruikshank,1993-12-10,106,3.9,0.0
1913,NR,Action and Adventure,unknown,unknown,,90,6.2,1.0
1914,R,Art House and International|Drama,unknown,unknown,1994-06-01,115,7.3,1.0
1916,NR,Drama|Mystery and Suspense|Television,Colin Bucksey,unknown,,100,6.2,1.0
1918,NR,Action and Adventure|Classics|Documentary,Henry MacRae|Harry McRae,William Lord Wright|Ian McCloskey Heath,1929-10-01,290,6.2,1.0
1920,NR,Action and Adventure|Art House and International|Drama|Horror|Mystery and Suspense,Shmuel Hasfari,unknown,,100,6.2,1.0
1922,PG-13,Comedy,Keenen Ivory Wayans,Keenen Ivory Wayans|Shawn Wayans|Marlon Wayans,2006-07-14,90,4.4,0.0
1923,PG,Comedy|Drama|Science Fiction and Fantasy,unknown,unknown,1988-11-23,116,4.7,0.0
1924,PG-13,Action and Adventure|Drama|Mystery and Suspense,Curtis Hanson,unknown,1994-09-30,112,6.2,1.0
1926,PG-13,Action and Adventure|Drama,Matthew Robbins,Mark Rosenthal|Lawrence Konner|Walter Bernstein,1985-07-19,92,6.2,1.0
1927,R,Drama|Horror|Mystery and Suspense|Romance,Paul Verhoeven,Joe Eszterhas,1992-03-20,127,6.0,1.0
1929,R,Drama|Musical and Performing Arts,Milos Forman,Peter Shaffer,1984-09-06,158,8.0,1.0
1930,PG,Action and Adventure|Art House and International|Classics|Drama|Mystery and Suspense,Guy Hamilton,Evan Jones,1966-01-01,102,5.6,1.0
1931,PG-13,Drama,Peter Landesman,Peter Landesman,2017-09-29,90,5.7,0.0
1932,PG-13,Comedy|Drama|Romance,Tom Dey,unknown,2006-03-10,96,5.3,0.0
1933,R,Art House and International|Comedy|Drama,Peter Greenaway,Peter Greenaway,1988-09-10,121,6.2,1.0
1935,PG-13,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,Alex Proyas,Akiva Goldsman|Jeff Vintar,2004-07-16,115,6.2,1.0
1937,PG-13,Drama|Romance,unknown,Aaron Kandell|Jordan Kandell|David Branson Smith|Aaron Kandell|Jordan Kandell|David Branson Smith,2018-06-01,120,6.2,1.0
1938,NR,Classics|Comedy|Musical and Performing Arts|Romance,Henry Koster,Joseph Fields,1961-01-01,133,7.1,1.0
1939,NR,Drama|Special Interest,unknown,unknown,,86,6.2,1.0
1940,R,Comedy,Harald Zwart,"Stan Seidel|Stanford Clarke ""Stan"" Seidel",2001-04-27,93,6.0,0.0
1941,R,Comedy|Drama|Faith and Spirituality,Nancy Savoca,Nancy Savoca|Richard Guay,1993-01-01,124,5.0,0.0
1942,NR,Comedy|Romance,Vishal Bhardwaj,Vishal Bhardwaj|Abhishek Chaubey,2013-01-11,147,6.3,0.0
1943,R,Art House and International|Drama,unknown,unknown,2003-12-05,94,6.8,1.0
1944,PG-13,Action and Adventure|Comedy|Science Fiction and Fantasy,Michel Gondry,Evan Goldberg|Seth Rogen,2011-01-14,119,5.7,0.0
1945,PG,Comedy,Bobby Farrelly|Peter Farrelly,Bobby Farrelly|Peter Farrelly|Mike Cerrone,2012-04-13,92,6.2,1.0
1946,R,Horror|Mystery and Suspense,James Wong,James Wong|Jeffrey Reddick|Glen Morgan,2000-03-17,98,5.7,0.0
1947,PG-13,Art House and International|Drama,Marleen Gorris,Peter Berry,2001-04-20,108,6.3,1.0
1949,PG,Comedy|Romance,Barnet Kellman,Craig Bolotin|Patricia Resnick|Susan Berman,1992-04-03,91,5.3,0.0
1950,R,Action and Adventure|Drama,Andrew Davis,Dennis Shryack|Patrick Sheane Duncan|Michael Butler|Mike Gray,1985-05-03,100,5.9,1.0
1951,NR,Classics|Drama,Stuart Heisler,Dale Eunson|Katherine Albert,1952-12-11,91,6.2,1.0
1952,NR,Action and Adventure|Drama|Mystery and Suspense,Maclean Rogers,unknown,,92,6.2,1.0
1953,R,Comedy|Documentary|Television,Ricki Stern|Anne Sundberg,Ricki Stern,2010-06-11,84,6.2,1.0
1955,PG-13,Drama|Romance,Clint Eastwood,Richard LaGravenese|Richard La Gravenese,1995-06-02,135,7.0,1.0
1956,R,Art House and International|Comedy|Horror,Jimmy Sangster,Jimmy Sangster|Jeremy Burnham,1971-06-17,93,6.2,1.0
1957,NR,Art House and International|Comedy|Drama|Mystery and Suspense,Stefan Ruzowitzky,unknown,,110,6.2,1.0
1958,G,Drama,Amir Motlagh,Amir Motlagh,,74,6.2,1.0
1959,R,Drama,Michael Winterbottom,Paul Powell,1998-06-01,90,6.4,1.0
1960,PG-13,Drama,Ava DuVernay,Paul Webb,2015-01-09,127,7.7,1.0
1961,NR,Drama,Zhang Jun Zhao,unknown,,90,6.2,1.0
1962,PG-13,Comedy|Drama,Ridley Scott,Nicholas Griffin|Ted Griffin,2003-09-12,116,6.8,1.0
1963,R,Horror,Murray Fahey,unknown,2001-12-31,89,6.2,1.0
1965,G,Animation|Kids and Family,Robert Ramirez,Robert Ramirez|Rhett Reese,2004-04-23,73,5.9,1.0
1966,PG-13,Comedy,Tom DeCerchio|Tom De Cerchio,Judd Apatow|Colin Quinn,1996-04-19,90,3.5,0.0
1968,PG,Comedy|Drama,Cameron Crowe,Aline Brosh McKenna|Cameron Crowe,2011-12-23,126,6.3,1.0
1969,PG,Action and Adventure|Comedy|Western,Melvin Frank,unknown,1976-04-01,104,4.0,0.0
1970,PG-13,Comedy,Greg Beeman,Michael Tolkin|Frank Deese|Neil Tolkin,1988-07-06,90,3.3,0.0
1971,NR,Drama|Mystery and Suspense,Steven Hilliard Stern,unknown,,93,6.2,1.0
1972,R,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,Stephen Sommers,Stephen Sommers,1998-01-30,106,4.4,0.0
1973,R,Action and Adventure|Drama|Mystery and Suspense|Science Fiction and Fantasy|Special Interest,George Kaczender,Noel Hynd|Paul Gottlieb,2004-01-01,94,6.2,1.0
1975,NR,Drama|Romance,Vikramaditya Motwane,Vikramaditya Motwane|Bhavani Iyer|Anurag Kashyap,2013-07-03,142,7.3,1.0
1976,NR,Action and Adventure|Art House and International,Ciro Guerra,Ciro Guerra|Jacques Toulemonde Vidal,2016-02-17,123,7.2,1.0
1977,NR,Classics|Comedy|Musical and Performing Arts,Norman Taurog,unknown,1966-11-23,90,5.6,0.0
1978,R,Art House and International|Drama,unknown,Jacques Fieschi,1998-06-01,102,6.3,1.0
1979,G,Classics|Drama|Mystery and Suspense,Michael Curtiz,Ranald MacDougall|Bess Meredyth,,103,6.2,1.0
1980,PG-13,Action and Adventure|Science Fiction and Fantasy,Joss Whedon,Joss Whedon,2005-09-30,119,6.9,1.0
1981,NR,Comedy|Drama,Gauri Shinde,Gauri Shinde,2012-10-05,129,5.8,1.0
1982,unknown,unknown,unknown,unknown,,90,6.2,1.0
1983,G,Action and Adventure|Animation|Kids and Family,Burny Mattinson|Ron Clements|John Musker|Dave Michener,unknown,1986-07-02,74,6.2,1.0
1985,R,Horror|Mystery and Suspense,Sebastian Gutierrez,Sebastian Gutierrez,2007-06-01,98,6.2,1.0
1986,PG,Art House and International|Comedy|Drama,unknown,unknown,2002-08-30,97,7.5,1.0
1987,PG-13,Comedy,Phil Alden Robinson,Phil Alden Robinson,,98,5.9,1.0
1988,R,Comedy,Les Rose,unknown,,94,6.2,1.0
1989,NR,Art House and International|Drama,unknown,unknown,,101,6.2,1.0
1990,R,Art House and International|Comedy|Drama,Franco Brusati,Nino Manfredi|Franco Brusati|Iaia Fiastri,1974-06-01,112,6.2,1.0
1991,R,Action and Adventure|Drama,Rick Rubin,Rick Rubin|Ric Menello,,92,2.0,0.0
1992,R,Comedy|Drama,Joel Coen,Joel Coen|Ethan Coen,1991-08-21,116,7.4,1.0
1993,PG,Comedy,James Lapine,unknown,1993-06-04,95,4.2,0.0
1995,PG-13,Action and Adventure|Comedy|Western,Barry Sonnenfeld,unknown,1999-06-30,107,5.2,0.0
1996,R,Action and Adventure|Horror|Mystery and Suspense,unknown,unknown,2006-08-18,106,6.2,1.0
1997,PG,Comedy|Science Fiction and Fantasy,Steve Barron,Terry Turner|Tom Davis|Dan Aykroyd|Bonnie Turner,1993-07-23,88,5.1,0.0
1998,G,Classics|Comedy|Drama|Musical and Performing Arts,Gordon Douglas,unknown,1962-01-01,111,6.0,1.0
1999,PG,Comedy|Drama|Kids and Family|Sports and Fitness,David Mickey Evans,David Mickey Evans|Robert Gunter,1993-04-01,101,5.9,1.0
2000,R,Action and Adventure|Art House and International|Comedy|Drama|Mystery and Suspense,unknown,Luc Besson,2001-09-27,94,5.6,0.0
