id,rating,genre,director,writer,theater_date,runtime,rating_10_point,fresh
1,R,Action and Adventure|Classics|Drama,William Friedkin,Ernest Tidyman,1971-10-09,104,6.2,1.0
3,R,Drama|Science Fiction and Fantasy,David Cronenberg,David Cronenberg|Don DeLillo,2012-08-17,108,6.2,1.0
5,R,Drama|Musical and Performing Arts,Allison Anders,Allison Anders,1996-09-13,116,6.8,1.0
6,R,Drama|Mystery and Suspense,Barry Levinson,Paul Attanasio|Michael Crichton,1994-12-09,128,6.0,1.0
7,NR,Drama|Romance,Rodney Bennett,Giles Cooper,,200,6.2,1.0
8,PG,Drama|Kids and Family,Jay Russell,Gail Gilchriest,2000-03-03,95,6.6,1.0
10,PG-13,Comedy,Jake Kasdan,Mike White,2002-01-11,82,6.0,0.0
13,R,Drama,Ray Lawrence,Raymond Carver|Beatrix Christian,2006-04-27,123,6.7,1.0
14,R,Drama,Taylor Hackford,Mark Jacobson,2010-06-30,117,5.4,0.0
15,PG-13,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,Frank Marshall,John Patrick Shanley,1995-06-09,108,4.9,0.0
17,unknown,unknown,unknown,unknown,,90,6.7,1.0
18,NR,Documentary,unknown,Robert Zullo,,90,6.2,1.0
19,NR,Documentary|Special Interest,unknown,unknown,2002-08-23,90,6.3,0.0
20,PG-13,Classics|Comedy|Drama,William Friedkin,Sidney Michaels|Arnold Schulman|Norman Lear,1968-12-22,97,6.0,1.0
21,R,Comedy,Peter Baldwin,Rodney Dangerfield|Harry Basil,1997-01-31,106,2.9,0.0
22,R,Comedy|Drama|Mystery and Suspense,George Hickenlooper,Norman Snider,2010-12-17,108,6.2,1.0
23,R,Drama,unknown,unknown,2013-12-20,129,7.4,1.0
24,PG,Action and Adventure|Comedy|Drama,Rick Rosenthal,Sheldon Lettich|Michael Nankin|Alan Jay Glueckman,1987-11-06,98,4.1,0.0
25,PG-13,Action and Adventure|Drama|Science Fiction and Fantasy,Carl Erik Rinsch,Chris Morgan|Hossein Amini,2013-12-25,127,4.6,0.0
26,R,Art House and International|Comedy|Drama|Musical and Performing Arts,Jim Jarmusch,Jim Jarmusch,2004-05-14,96,6.4,1.0
27,NR,Musical and Performing Arts,unknown,unknown,,90,6.2,1.0
28,G,Classics|Comedy|Musical and Performing Arts|Romance,unknown,Allan Weiss|Anthony Lawrence,1966-06-15,90,5.0,0.0
29,PG,Action and Adventure|Drama|Science Fiction and Fantasy,Martyn Burke,unknown,1981-04-01,101,6.2,1.0
33,R,Action and Adventure|Drama|Mystery and Suspense,Keith Gordon,unknown,1996-11-01,114,6.3,1.0
34,PG-13,Action and Adventure|Mystery and Suspense,John Woo,William Goldman|John Logan|David Marconi|Michael Tolkin|Robert Towne|Rick Berman,2000-12-31,123,6.2,1.0
35,R,Drama,Michael Polish,Michael Polish|Mark Polish,1999-07-30,110,7.1,1.0
38,R,Art House and International|Classics|Horror|Mystery and Suspense,Roy Ward Baker,Anthony Hinds|John Elder,1970-12-23,96,5.4,0.0
39,R,Horror,David Arquette,David Arquette|Joe Harris,2007-04-20,97,6.2,1.0
40,R,Drama,John Sayles,John Sayles,2003-09-19,95,6.4,1.0
41,R,Drama,Ken Loach,Paul Laverty,2003-05-16,106,7.3,1.0
42,G,Action and Adventure|Classics|Drama|Mystery and Suspense,unknown,Frederick Hugh Herbert,,65,6.2,1.0
43,NR,Classics|Comedy|Musical and Performing Arts,William Wellman,Nunnally Johnson,,75,6.8,1.0
44,R,Comedy,Pauly Shore,Pauly Shore|Kirk Fox,2003-03-11,82,5.7,1.0
45,PG,Comedy|Kids and Family,Steve Boyum,Jim Herzfeld|Dale Pollock,,92,3.2,0.0
46,R,Comedy|Musical and Performing Arts,Peter Cattaneo,Simon Beaufoy|Simon Beaufor,1997-08-13,91,7.3,1.0
48,NR,Action and Adventure|Drama|Western,Edward Dmytryk,Ranald MacDougall,,73,6.2,1.0
49,R,Action and Adventure|Comedy|Mystery and Suspense,Andy Sidaris,Andy Sidaris,,100,3.8,0.0
50,R,Action and Adventure|Drama,Ivan Nagy,Don Petersen|George Wislocki,,99,6.2,1.0
51,NR,Mystery and Suspense,Terence Young,Jane-Howard Carrington|Robert Carrington,1967-10-26,108,7.8,1.0
52,PG,Comedy|Drama|Romance,Jon Turteltaub,unknown,1995-04-21,103,6.5,1.0
53,PG,Drama|Romance,unknown,unknown,,112,6.2,1.0
54,NR,Comedy|Drama,Paolo Sorrentino,Paolo Sorrentino|Umberto Contarello,2013-11-15,142,7.2,1.0
55,NR,Action and Adventure|Science Fiction and Fantasy,Henning Schellerup,unknown,,99,6.2,1.0
56,R,Drama,Allen Hughes|Albert Hughes,Michael Henry Brown|Albert Hughes|Allen Hughes,1995-10-06,119,6.2,0.0
57,R,Comedy,unknown,unknown,2012-11-21,122,7.5,1.0
58,PG,Comedy|Romance,Woody Allen,Woody Allen,1984-01-27,86,7.7,1.0
59,NR,Art House and International|Drama,Yimou Zhang,unknown,,91,7.3,1.0
60,R,Horror,Bill Froehlich,unknown,1987-01-01,95,2.9,0.0
61,R,Action and Adventure|Drama|Horror|Mystery and Suspense,James Wong,James Wong|Glen Morgan,2006-02-10,93,5.9,0.0
63,R,Action and Adventure|Drama|Mystery and Suspense,unknown,David Aaron Cohen|Kevin Jarre|Vincent Patrick|Robin Squibb|Karen Wookey|Gary Capo,1997-03-26,111,5.3,0.0
64,PG-13,Comedy,Pat Proft,Pat Proft,1998-08-21,86,4.0,0.0
65,PG,Comedy|Kids and Family|Romance,Kevin Lima,unknown,2007-11-21,108,7.1,1.0
66,R,Mystery and Suspense,Niels Arden Oplev,unknown,2013-03-08,118,6.2,1.0
67,R,Horror,Matt Bettinelli-Olpin|Tyler Gillett,Lindsay Devlin,2014-01-17,89,4.9,0.0
68,NR,Classics|Drama,Anatole Litvak,John Wexley,1940-09-21,106,6.3,1.0
69,R,Comedy,Ira Miller,unknown,,74,6.2,1.0
70,PG,Action and Adventure,Steven Spielberg,Lawrence Kasdan,1981-06-12,115,8.5,1.0
71,PG,Comedy,Alan Alda,Alan Alda|Gore Vidal,1986-05-14,107,5.7,1.0
72,R,Action and Adventure|Classics|Drama,Otto Preminger,Wendell Mayes,1965-04-06,165,5.7,0.0
74,R,Comedy|Drama,Terry Jones,David Leland,,104,6.7,1.0
75,R,Action and Adventure|Mystery and Suspense,Patrick Lussier,unknown,2011-02-25,107,6.2,1.0
77,PG-13,Comedy|Drama,Tom Hanks,Tom Hanks|Nia Vardalos,2011-07-01,99,5.4,0.0
79,R,Action and Adventure|Drama|Mystery and Suspense,James Gray,James Gray,1995-05-19,98,6.0,1.0
80,NR,Action and Adventure|Art House and International|Drama,Werner Herzog,Werner Herzog,1987-12-03,110,6.9,1.0
82,R,Comedy|Mystery and Suspense|Science Fiction and Fantasy|Romance,Richard Kelly,Richard Kelly,2001-01-19,113,7.1,1.0
83,G,Comedy|Drama|Kids and Family|Romance,Roy Rowland,Richard Flournoy,,89,6.2,1.0
84,NR,Drama,unknown,unknown,,186,6.2,1.0
85,NR,Drama,Ted Tetzlaff,Martin Rackin|Frank Davis,,92,6.2,1.0
86,NR,Drama|Mystery and Suspense,William Beaudine,unknown,,67,6.2,1.0
87,PG,Art House and International|Drama|Musical and Performing Arts,Bruce Beresford,Jan Sardi,2010-08-20,117,6.2,1.0
88,R,Comedy|Romance,unknown,unknown,1998-07-24,92,6.6,1.0
89,NR,Comedy|Musical and Performing Arts,unknown,unknown,,123,6.2,1.0
90,NR,Drama|Musical and Performing Arts|Romance,Herbert Wilcox,Ken Englund,,96,6.2,1.0
92,NR,Art House and International|Classics|Horror,John Gilling,Anthony Hinds|John Elder|Peter Bryan,1966-01-01,90,5.7,1.0
93,R,Classics|Comedy|Drama|Romance,Ernst Lubitsch,Charles Brackett|Billy Wilder|Walter Reisch|Melchior Lengyel,1939-11-03,110,7.3,1.0
94,R,Art House and International|Drama|Mystery and Suspense|Television,Cheryl Dunye,Catherine Crouch|Cheryl Dunye,2001-06-23,90,6.2,1.0
95,R,Drama|Sports and Fitness,Ben Younger,Ben Younger,2016-11-18,116,6.3,1.0
96,R,Comedy|Drama,Richard Linklater,Eric Bogosian,,118,6.2,1.0
98,NR,Comedy|Drama,Alan Hale,Beulah Marie Dix,,104,6.2,1.0
99,PG-13,Comedy|Romance,unknown,unknown,2002-12-20,102,5.7,0.0
100,NR,Comedy|Drama,Willem van de Sande Bakhuyzen,unknown,,108,6.2,1.0
101,R,Comedy|Drama|Television,Tommy Lee Wallace,unknown,1992-07-11,90,6.2,0.0
102,PG-13,Drama|Mystery and Suspense,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,,101,7.5,1.0
104,NR,Action and Adventure|Mystery and Suspense,Lech Majewski,unknown,,90,6.2,1.0
105,NR,Animation|Kids and Family|Special Interest,unknown,unknown,,60,6.2,1.0
106,R,Comedy,Mike Clattenburg,Mike Clattenburg|Robb Wells,2006-06-06,95,6.2,1.0
108,R,Comedy|Drama|Kids and Family,Derrick Borte,Derrick Borte,2010-04-16,93,6.2,1.0
109,NR,Comedy|Drama,Mike Figgis,unknown,,55,6.2,1.0
110,PG,Classics|Comedy|Drama|Kids and Family|Science Fiction and Fantasy,Frank Capra,Frank Capra|Frances Goodrich|Albert Hackett,1946-12-25,135,8.1,1.0
111,R,Drama|Mystery and Suspense,unknown,unknown,2001-11-29,101,6.2,0.0
115,G,Animation|Comedy|Kids and Family|Science Fiction and Fantasy,John Lasseter,Doug Chamberlain|Rita Hsiao|Doug Chamberlin|Chris Webb|Ash Brannon|John Lasseter|Pete Docter|Andrew Stanton,1999-11-24,92,7.8,1.0
116,R,Art House and International|Comedy|Drama,Jane Campion,Gerard Lee|Jane Campion,1989-09-10,97,6.7,1.0
118,PG,Comedy|Science Fiction and Fantasy,Dean Parisot,Robert Gordon,1999-12-25,102,6.9,1.0
119,R,Action and Adventure|Drama|Mystery and Suspense,Brian DePalma,Brian DePalma|David Koepp,1998-08-07,107,5.7,0.0
120,PG,Comedy|Romance,Jerry Lewis,unknown,,109,7.5,0.0
121,PG-13,Comedy|Romance,Thomas Schlamme,Mike Myers|Robbie Fox|Carrie Fisher|Neil Mullarkey|Barbara Benedek,1993-07-30,93,5.9,1.0
123,NR,Classics|Comedy|Special Interest,Robert Youngson,Robert Youngson,1968-03-31,99,6.2,1.0
124,PG-13,Action and Adventure|Science Fiction and Fantasy,Rob Bowman,Terry Hayes|Kevin Peterka|Gregg Chabot|Matthew Greenberg|Matt Greenberg,2002-07-12,101,5.7,0.0
126,NR,Action and Adventure|Art House and International|Comedy,Sammo Hung Kam-Bo,unknown,1984-08-17,98,5.4,0.0
127,R,Drama|Horror|Mystery and Suspense,Adrian Lyne,Bruce Joel Rubin|Joel Blasberg,1990-11-02,113,6.8,1.0
128,NR,Art House and International,Ye Ying|Zhang Li,unknown,,120,7.4,1.0
130,NR,Art House and International|Comedy|Drama,Hong Sang-soo,Hong Sang-soo,2008-01-09,128,6.9,1.0
131,R,Action and Adventure|Comedy,Brian Henson,Todd Berger|Dee Austin Robertson,2018-08-24,90,6.2,1.0
133,R,Action and Adventure|Animation|Drama|Science Fiction and Fantasy|Special Interest,unknown,Keiko Nobumoto|Marc Handler,2003-04-04,114,6.2,1.0
134,R,Drama|Horror|Mystery and Suspense,Guerdon Trueblood,Bryan Gindoff,1973-01-01,98,6.0,1.0
135,R,Action and Adventure|Animation|Art House and International|Drama|Science Fiction and Fantasy,Mamoru Oshii,Kazunori Ito,2001-01-01,106,6.6,1.0
136,R,Horror|Mystery and Suspense,Christian Alvart,Ray Wright,2010-10-01,109,4.6,0.0
137,NR,Art House and International|Drama,Mohsen Makhmalbaf,Mohsen Makhmalbaf,,70,6.8,1.0
138,PG-13,Drama|Romance,Jon Avnet,Joan Didion|John Gregory Dunne,1996-03-01,124,5.1,0.0
140,PG,Drama,Terrence Malick,Terrence Malick,1978-09-13,93,7.6,1.0
142,NR,Comedy|Musical and Performing Arts,unknown,Gene Towne,,100,6.2,0.0
144,NR,Classics|Comedy|Romance,Leo McCarey,unknown,1937-10-21,90,7.4,1.0
145,R,Comedy,Tom Schulman,Tom Schulman,1997-04-18,95,3.9,0.0
146,PG-13,Action and Adventure|Art House and International|Drama|Mystery and Suspense,Francesco Rosi,Tonino Guerra|Edmonde Charles-Roux,1990-02-14,100,6.2,1.0
147,PG,Comedy,Herbert Ross,unknown,1984-12-21,96,4.6,0.0
148,NR,Action and Adventure|Science Fiction and Fantasy,unknown,unknown,,93,6.2,1.0
149,NR,Action and Adventure|Art House and International|Comedy,Hark Tsui,Raymond To,1986-01-28,104,7.8,1.0
150,NR,Classics|Drama|Mystery and Suspense|Science Fiction and Fantasy|Romance,Albert Lewin,Albert Lewin,1951-10-15,123,7.0,1.0
151,R,Action and Adventure|Drama|Horror|Mystery and Suspense,Steven Shea,unknown,2010-08-24,104,6.2,1.0
152,R,Comedy|Romance,unknown,unknown,1995-03-10,105,6.7,1.0
153,PG,Comedy|Kids and Family,Thor Freudenthal,Jackie Filgo|Jeff Filgo|Gabe Sachs|Jeff Judah,2010-03-19,93,5.7,1.0
155,R,Comedy|Drama,Jennifer Jason Leigh|Alan Cumming,Jennifer Jason Leigh|Alan Cumming,2001-06-08,115,6.2,1.0
157,NR,Classics|Western|Romance,Anthony Mann,Reginald Rose,1958-10-01,100,7.1,1.0
158,PG-13,Drama|Sports and Fitness,Clint Eastwood,Anthony Peckham,2009-12-11,134,6.7,1.0
159,PG-13,Comedy,Sam Weisman,unknown,2003-09-03,98,5.1,0.0
160,PG-13,Action and Adventure|Drama,Martin Campbell,Robert King|Terry Hayes,2000-12-08,124,5.9,0.0
161,NR,Art House and International|Drama|Mystery and Suspense,Lance Comfort,unknown,,80,6.2,1.0
162,PG,Comedy|Kids and Family|Science Fiction and Fantasy,Greg Beeman,Ed Solomon|Chris Matheson,1992-07-24,87,4.0,0.0
163,NR,Drama|Television,John Frankenheimer,unknown,1996-03-03,167,6.2,1.0
164,NR,Drama,Camille Poisson,Camille Poisson,,93,4.0,0.0
165,R,Horror|Mystery and Suspense,Jamie Blanks,unknown,2001-02-02,96,4.9,0.0
167,unknown,unknown,unknown,unknown,,90,6.2,1.0
169,NR,Classics|Drama|Faith and Spirituality,unknown,unknown,1943-01-21,106,6.2,1.0
170,R,Drama,Bradley Cooper,Will Fetters|Eric Roth|Bradley Cooper,,135,6.2,1.0
171,NR,Classics|Comedy,Hal Walker,Melvin Frank|Norman Panama,1945-01-01,90,7.5,1.0
174,NR,Comedy|Romance,Boris Sagal,Stanley Roberts,,103,6.2,1.0
177,NR,Art House and International|Horror,Federico Zampaglione,unknown,2011-01-29,77,6.2,1.0
180,R,Drama|Mystery and Suspense,Uli Edel,Brad Mirman,1992-06-01,99,3.9,0.0
181,R,Drama|Romance,Doug McHenry,unknown,1994-09-28,119,6.3,1.0
182,PG,Action and Adventure|Comedy|Kids and Family,Thor Freudenthal,Jeff Lowell|Lois Duncan|Robert Schooley|Mark McCorkle,2009-01-16,100,5.5,0.0
183,NR,Classics|Drama|Musical and Performing Arts,Archie Mayo,Karl Tunberg|Darrell Ware,1942-09-04,98,6.7,1.0
184,NR,Action and Adventure|Drama|Mystery and Suspense,Irvin Kershner,Jean Rouverol|Hugo Butler,,81,6.2,1.0
186,PG,Action and Adventure|Comedy|Drama|Musical and Performing Arts|Romance,David Kellogg,David Stenn,1991-10-18,91,2.1,0.0
187,G,Action and Adventure|Kids and Family|Science Fiction and Fantasy,Michael Rubbo,Michael Rubbo,1988-12-08,101,4.0,0.0
188,R,Comedy|Drama,Colin Trevorrow,Derek Connolly,2012-06-08,86,7.1,1.0
189,NR,Drama|Horror|Mystery and Suspense|Television,Daniel Sackheim,Anthony Spinner,1996-09-29,94,6.2,1.0
191,NR,Drama,Rakeysh Omprakash Mehra|Rakeysh Omprakesh Mehra,Prasoon Joshi,2013-07-12,188,6.3,1.0
192,R,Art House and International|Comedy|Drama|Romance,Eric Rohmer,Eric Rohmer,1983-07-29,95,8.2,1.0
193,R,Art House and International|Drama,Jean-Loup Hubert,unknown,,104,6.2,1.0
194,NR,Classics|Comedy|Drama|Kids and Family,Vincente Minnelli|John Gay,John Gay,1963-03-27,117,7.4,1.0
195,PG-13,Action and Adventure|Drama|Mystery and Suspense,Jon Amiel,William Broyles|Ronald Bass,1999-04-30,113,5.9,0.0
196,PG-13,Comedy,Jeff Byrd,Wayne Conley,2005-04-22,98,4.1,0.0
197,R,Action and Adventure|Art House and International|Drama,John Irvin,unknown,1980-06-01,104,6.4,1.0
199,NR,Drama,unknown,Leon Butler,2017-01-13,93,5.4,0.0
200,G,Classics|Comedy|Drama|Musical and Performing Arts,Leo McCarey,Frank Corvett|Frank Butler|Frank Cavett|Leo McCarey,1944-05-03,126,6.8,1.0
201,R,Drama|Mystery and Suspense,Boaz Yakin,Boaz Yakin,1994-01-01,110,7.1,1.0
204,PG-13,Action and Adventure|Art House and International|Comedy,Jackie Chan,Jackie Chan,1985-12-14,90,6.7,1.0
205,NR,Art House and International|Classics|Horror|Science Fiction and Fantasy,unknown,Henrik Galeen,1922-03-04,63,7.9,1.0
206,R,Horror|Science Fiction and Fantasy,Don Coscarelli,Don Coscarelli,1994-05-06,91,6.2,1.0
210,PG-13,Drama|Romance,Derek Cianfrance,Derek Cianfrance,2016-09-02,132,6.3,1.0
211,R,Drama|Musical and Performing Arts,Lars von Trier,Lars von Trier,2000-09-23,137,6.7,1.0
212,PG-13,Comedy,Brian Hecker,Brian Hecker,2009-04-03,79,6.4,1.0
213,NR,Classics|Drama|Musical and Performing Arts,Edoardo Anton|Henry Cass,unknown,1950-12-31,98,6.0,0.0
214,NR,Drama|Mystery and Suspense,unknown,Muriel Roy Bolton and Ian McLellan Hunter,,65,6.4,1.0
216,NR,Classics|Comedy,Lowell Sherman,Mae West|Harvey Thew|John Bright,1933-02-09,65,6.9,1.0
218,PG-13,Drama|Horror|Mystery and Suspense|Romance,Gore Verbinski,Ehren Kruger,2002-10-18,115,6.6,1.0
219,PG,Action and Adventure|Art House and International|Classics|Drama,John Guillermin,David Pursall|Jack Seddon|Gerald Hanley|Ben Barzman|Basilio Franchina,1966-06-21,156,6.0,1.0
221,PG,Classics|Drama,Richard Brooks,unknown,1957-06-01,147,6.2,0.0
222,G,Action and Adventure|Classics|Comedy|Musical and Performing Arts|Romance,Charles Walters,Sidney Sheldon,1962-01-01,124,5.3,0.0
223,NR,Documentary|Musical and Performing Arts,unknown,unknown,1994-07-02,54,6.2,1.0
224,G,Classics|Drama,Norman Jewison,unknown,1965-10-15,113,6.9,1.0
225,NR,Drama|Television,Bobby Roth,Maria Nation,1997-04-06,93,6.2,1.0
226,R,Action and Adventure|Horror,Ronny Yu,Don Mancini,1998-10-16,89,5.7,0.0
227,PG,Comedy|Drama|Musical and Performing Arts,Todd Graff,unknown,2009-08-14,111,6.2,1.0
229,NR,Comedy,Val Guest,unknown,1957-10-11,85,6.2,1.0
232,PG,Action and Adventure|Drama|Science Fiction and Fantasy,David Carson,unknown,1994-11-18,117,5.6,0.0
233,PG-13,Comedy|Horror,Ron Underwood,unknown,1990-01-19,96,6.7,1.0
234,PG-13,Action and Adventure|Drama,unknown,Kelsie Kullman,2006-09-29,15,6.2,1.0
235,R,Action and Adventure|Classics|Drama,Ridley Scott,unknown,2000-05-05,171,6.9,1.0
236,NR,Classics|Western,unknown,unknown,1934-05-10,59,6.2,0.0
237,NR,Action and Adventure|Drama|Science Fiction and Fantasy|Television,Geoffrey Sax,Matthew Jacobs,1996-05-12,85,6.2,1.0
238,R,Art House and International|Comedy|Drama|Musical and Performing Arts,Anna Biller,Anna Biller,2007-01-30,120,6.2,1.0
239,PG,Comedy|Horror,unknown,unknown,,80,6.2,1.0
240,NR,Classics|Comedy|Musical and Performing Arts|Romance,George Cukor|Ernst Lubitsch,Samson Raphaelson,1932-03-22,80,7.0,1.0
242,R,Drama|Mystery and Suspense,Craig Bolotin,Craig Bolotin,1999-11-10,100,5.7,0.0
246,PG-13,Action and Adventure|Art House and International|Comedy,Jackie Chan,Jackie Chan|Edward Tang,1980-02-09,93,6.2,1.0
247,NR,Art House and International|Drama|Romance,unknown,Ted Willis,,93,6.2,1.0
248,R,Drama|Mystery and Suspense,Mike Barker,Ted Griffin,1999-09-10,94,5.8,0.0
249,R,Action and Adventure|Drama,Stan Lathan|Vondie Curtis-Hall,Vondie Curtis-Hall|Darin Scott,2006-06-23,97,5.1,0.0
250,R,Art House and International|Drama|Horror|Mystery and Suspense|Science Fiction and Fantasy,Neil Jordan,Moira Buffini,2013-06-28,118,6.2,1.0
251,R,Drama|Romance,Todd Haynes,Phyllis Nagy,2015-11-20,118,7.5,1.0
252,R,Horror|Mystery and Suspense,Robert Resnikoff,Robert Resnikoff,1990-04-06,90,4.4,0.0
254,PG,Classics|Drama|Mystery and Suspense|Science Fiction and Fantasy,Richard Fleischer,unknown,1973-05-09,97,6.0,1.0
255,R,Horror,Renny Harlin,Brian Helgeland|Jim Wheat|Ken Wheat|William Kotzwinkle|Scott Pierce,1988-08-19,93,5.3,1.0
256,R,Horror|Mystery and Suspense,Jack Bender,Don Mancini,1991-08-30,90,5.2,0.0
258,NR,Art House and International|Drama,unknown,unknown,,90,6.4,1.0
259,NR,Drama|Horror|Mystery and Suspense,unknown,Leif Holt,,93,6.2,1.0
261,NR,Classics|Comedy|Drama|Musical and Performing Arts,David Butler,Harry Clork|William Jacobs|Harry Clark,1950-09-02,98,6.2,1.0
263,R,Horror,Rob Zombie,Rob Zombie,2003-04-11,88,4.5,0.0
264,R,Drama|Mystery and Suspense,Joseph Ruben,Ronald Bass|Bruce Joel Rubin|Lloyd Fonvielle,1991-02-08,99,5.0,0.0
265,NR,Special Interest|Sports and Fitness,unknown,unknown,,90,6.2,1.0
267,R,Comedy,Mark Helfrich,Josh Stolberg,2007-09-21,101,4.0,0.0
269,R,Horror|Mystery and Suspense|Science Fiction and Fantasy,Rand Ravitch|Rand Ravich,Rand Ravich,1999-08-27,110,6.2,1.0
270,R,Comedy|Horror|Musical and Performing Arts,Tommy Chong,Tommy Chong|Cheech Marin,1983-05-05,91,3.5,0.0
271,R,Drama,Debra Granik,Debra Granik|Richard Lieske,2005-11-25,110,7.2,1.0
272,PG,Drama,Gordon Parks,Gordon Parks,,107,6.2,1.0
273,PG,Action and Adventure|Drama|Kids and Family,unknown,Dana Barratta,1994-01-01,94,5.7,0.0
274,R,Action and Adventure|Drama|Western,unknown,unknown,2016-01-29,97,5.6,0.0
275,NR,Action and Adventure|Art House and International|Comedy,Gordon Chan,unknown,1991-12-31,101,6.2,1.0
276,R,Comedy,Carl Reiner,Steve Martin|Carl Gottlieb|Michael Elias,1979-12-14,99,6.4,1.0
277,NR,Classics|Drama,Robert Mulligan,Gavin Lambert,1966-01-01,128,6.1,0.0
278,R,Comedy,Bill Bennett,unknown,,96,6.2,1.0
279,R,Drama|Science Fiction and Fantasy|Romance,Peter Jackson,Fran Walsh|Peter Jackson,1994-11-16,98,7.6,1.0
280,NR,Art House and International,Lo Po-Shan,unknown,,89,6.0,0.0
281,R,Comedy|Western,Seth MacFarlane,Seth MacFarlane|Alec Sulkin|Wellesley Wild,2014-05-30,116,5.5,0.0
282,NR,Horror,Bob Badway,Bob Badway,2009-07-08,98,6.2,0.0
283,NR,Mystery and Suspense,Mickey Keating,Mickey Keating,2016-07-01,81,6.0,1.0
284,PG,Action and Adventure|Comedy|Mystery and Suspense,Clive Donner,unknown,1980-03-01,94,3.8,0.0
285,R,Comedy,Tim Heidecker|Eric Wareheim,Doug Lussenhop|Tim Heidecker|Jonathan Krisel|Eric Wareheim,2012-03-02,94,4.8,0.0
286,PG-13,Action and Adventure|Documentary|Science Fiction and Fantasy|Special Interest|Western,Sam Irwin,unknown,1994-04-01,93,6.9,1.0
287,NR,Classics|Drama,unknown,unknown,1960-12-31,85,6.8,1.0
288,NR,Art House and International|Mystery and Suspense,Nattawut Poonpiriya,Nattawut Poonpiriya|Tanida Hantaweewatana |Vasudhorn Piyaromna,,130,7.0,1.0
289,NR,unknown,unknown,unknown,,95,6.2,1.0
290,R,Action and Adventure|Drama,Michael Mann,Michael Mann,2006-07-28,132,6.0,1.0
292,R,Action and Adventure|Art House and International|Drama|Faith and Spirituality,Bruce Beresford,Brian Moore,1991-09-05,101,6.7,1.0
293,NR,Classics|Horror,Jack Curtis,Arnold Drake,1964-03-18,87,5.6,0.0
295,PG-13,Drama,Jonathan Kaplan,Barbara Benedek,1989-10-27,100,5.1,1.0
296,PG,Action and Adventure|Classics|Comedy|Drama,unknown,Troy Kennedy Martin,1970-06-23,143,6.8,1.0
298,NR,Drama|Mystery and Suspense,Sidney Gilliat,unknown,,104,6.2,1.0
299,PG-13,Action and Adventure|Drama,unknown,unknown,2006-09-01,95,4.7,0.0
300,PG-13,Drama,Ryan Murphy,Ryan Murphy|Jennifer Salt,2010-08-13,133,5.6,0.0
301,PG-13,Drama|Mystery and Suspense,David Koepp,David Koepp,2004-03-12,95,5.9,0.0
302,R,Action and Adventure|Drama|Mystery and Suspense,Philip Kaufman,David Mamet|Philip Kaufman|Michael Crichton|Michael Backes,1993-07-30,129,5.6,0.0
303,NR,Action and Adventure|Drama|Horror|Mystery and Suspense,Richard Lang,unknown,,100,6.2,1.0
304,R,Comedy|Drama,Jennifer Westfeldt,Jennifer Westfeldt,2012-03-09,107,6.4,1.0
305,R,Drama|Science Fiction and Fantasy,Ridley Scott,David Webb Peoples,1982-06-25,114,7.9,1.0
306,NR,Classics|Horror|Mystery and Suspense|Science Fiction and Fantasy,Joseph Losey|Leslie Norman,Jimmy Sangster,1956-11-05,90,5.7,1.0
308,NR,Horror,unknown,unknown,,75,6.2,1.0
309,NR,Classics|Documentary|Drama|Romance,Stanley Kramer,Abby Mann,1965-07-29,52,7.2,1.0
310,PG,Action and Adventure|Western,Anthony Harvey,John Briley,1979-11-23,111,6.2,1.0
311,PG-13,Art House and International|Drama,Paolo Taviani|Vittorio Taviani,Paolo Taviani|Vittorio Taviani|Sandro Petraglia,1993-01-01,120,6.4,1.0
312,R,Art House and International|Drama,Bertrand Tavernier,unknown,,132,5.9,1.0
313,R,Drama,David Lowery,David Lowery,2013-08-16,105,6.2,1.0
314,PG,Comedy|Kids and Family,William Dear,unknown,1987-06-05,111,5.0,0.0
317,NR,Art House and International|Comedy|Drama|Mystery and Suspense,Christopher Roth,unknown,,129,6.2,1.0
320,R,Horror,James Bryan,unknown,,88,6.2,1.0
321,R,Comedy,Seth Gordon,Craig Mazin,2013-02-07,111,4.9,0.0
322,R,Horror,Guillermo del Toro,Guillermo del Toro|Matthew Robbins|Lucinda Coxon,2015-10-16,119,6.4,1.0
323,G,Action and Adventure|Western,Martin Ritt,unknown,1967-01-01,111,7.3,1.0
326,PG-13,Comedy|Drama,Mike Leigh,Mike Leigh,2010-12-29,129,6.2,1.0
327,NR,unknown,unknown,unknown,,13,6.2,1.0
328,NR,Action and Adventure|Classics|Drama|Mystery and Suspense,Douglas Heyes,Douglas Heyes,1964-11-04,83,5.6,1.0
329,PG-13,Musical and Performing Arts|Special Interest,Laurence Connor,Tim Rice,,105,6.2,1.0
331,PG-13,Documentary|Musical and Performing Arts,Jeffrey Levy-Hinte,unknown,2009-07-10,93,7.0,1.0
332,G,Action and Adventure|Art House and International,John Mathew Matthan,unknown,1999-04-30,155,6.2,1.0
333,R,Drama,Ingmar Bergman,Ingmar Bergman,1968-12-23,103,7.0,1.0
334,R,Comedy|Drama,Tim Burton,Scott Alexander|Larry Karaszewski,1994-09-28,124,7.3,1.0
335,NR,Drama|Mystery and Suspense,John Sturges,unknown,,101,6.2,1.0
336,NR,Drama,unknown,unknown,,89,6.2,1.0
